text,libertad_economica_score,libertad_personal_score
"Creo firmemente que el acceso a una atención médica asequible y de calidad es un derecho humano fundamental, no un privilegio reservado a los ricos. Con el sistema actual, millones de personas quedan vulnerables sin cobertura, una situación que debemos remediar. Al implementar políticas de salud integrales que incluyan a todos, podemos crear una sociedad más sana y equitativa.",1,0
"Si bien es crucial contar con sistemas para apoyar a aquellos que realmente necesitan asistencia, la dependencia excesiva del bienestar social puede obstaculizar la iniciativa individual y fomentar la dependencia.Es esencial promover políticas que alienten la autosuficiencia y fomenten un sentido de responsabilidad.No se trata de dejar atrás a la gente; se trata de empoderar a nuestros ciudadanos y construir una sociedad más fuerte.",-1,0
"Creo firmemente en la importancia de la asistencia sanitaria universal, ya que defiende el principio de igualdad y dignidad humana. Es inaceptable que en una nación desarrollada y próspera como la nuestra, las personas sufran o mueran porque no pueden costear la atención médica necesaria. La salud no debe ser un lujo; debe ser un derecho accesible a todos, independientemente de su situación económica.",1,0
"Creo en la importancia de los valores familiares tradicionales y en el papel integral que desempeñan en la configuración de nuestra sociedad, que incluyen la responsabilidad personal, el trabajo duro y el respeto por la autoridad, han sido la base del éxito de nuestra nación. Aunque comprendo y respeto la necesidad de progreso social, también creo que debemos ser cautelosos para no socavar estos principios probados en el proceso.",0,-1
"El estado actual del conflicto israelo-palestino es profundamente preocupante y exige una resolución justa y completa que respete los derechos y las aspiraciones de ambos pueblos. El apoyo incondicional a una parte, ya sea Israel o Palestina, socava el proceso de paz y alimenta nuevas tensiones. Es crucial abogar por una solución de dos Estados, donde tanto israelíes como palestinos puedan vivir uno al lado del otro, en paz y seguridad, dentro de fronteras internacionalmente reconocidas.",1,0
"Creo firmemente en la importancia de mantener la santidad de la vida en todas las etapas, desde la concepción hasta la muerte natural. Sostengo también que las libertades individuales, como la libertad de religión y el derecho a portar armas, deben estar firmemente protegidas. En términos de educación, la autoridad para definir los planes de estudios y las normas debe permanecer predominantemente en manos de los padres y las comunidades locales, en lugar de una entidad de gobierno centralizada.",0,-1
Es crucial que fomentemos un entorno económico que fomente el espíritu empresarial y el crecimiento empresarial. La reducción de los tipos impositivos corporativos y la reducción de las cargas reguladoras pueden estimular la inversión y la creación de empleo.Una economía de libre mercado en la que la competencia impulse la innovación y la eficiencia es la forma más eficaz de fomentar la creación de riqueza y la prosperidad.,-1,0
"Creo firmemente que la salud es un derecho fundamental, no un privilegio. A nadie se le debe negar el acceso a servicios médicos esenciales debido a sus circunstancias financieras.El gobierno debe desempeñar un papel proactivo para garantizar una atención médica asequible y de calidad para todos sus ciudadanos.",1,0
"Creo firmemente en la importancia de una intervención gubernamental limitada, permitiendo que el libre mercado dicte crecimiento económico y prosperidad. Las libertades y derechos individuales deben salvaguardarse para fomentar la responsabilidad personal y el emprendimiento.En términos de política fiscal, el gasto responsable, los bajos impuestos y la reducción de la deuda nacional son críticos para la longevidad de la estabilidad financiera de nuestra nación.",-1,0
"Como defensor de las libertades personales y la responsabilidad individual, sostengo firmemente la creencia de que los padres deben tener la elección y el control definitivos sobre la educación de sus hijos. Apoyo un sistema educativo que sea a la vez diverso y competitivo, ofreciendo una gama de opciones, desde escuelas públicas a privadas, educación en el hogar e instituciones charter. Este enfoque fomenta la innovación y la eficiencia, al tiempo que respeta el papel de los padres como los primeros e influyentes educadores de sus hijos.",0,-1
"Mantener una fuerte defensa nacional es primordial para la seguridad y la posición internacional de nuestro país. Es esencial asegurar que nuestros militares estén bien equipados y nuestras fronteras estén seguras. Además, alentar la responsabilidad individual y la libertad económica puede conducir a la potenciación y prosperidad para todos.",-1,0
"Aunque es crucial respetar y reconocer las elecciones de todos los individuos, creo firmemente que la unidad familiar tradicional sigue siendo la piedra angular de una sociedad estable. También afirmo que las diferencias biológicas entre géneros no pueden ser ignoradas y jugar un papel significativo en nuestras vidas. Sin embargo, es importante enfatizar que esto nunca debe justificar ninguna forma de discriminación o prejuicio.",0,-1
"Creo firmemente en la importancia del reconocimiento y la protección iguales para todas las estructuras familiares, incluidas las dirigidas por parejas del mismo sexo o padres solteros. Es fundamental que sigamos luchando por la plena igualdad de género, reconociendo y defendiendo los derechos de todos los géneros y garantizando que reciban igualdad de oportunidades en todos los aspectos de la vida. Nuestras políticas deben reflejar estos valores de diversidad, igualdad e inclusión para representar verdaderamente la sociedad diversa en la que vivimos.",0,1
"El cambio climático es una cuestión urgente y urgente que exige atención inmediata, no sólo como cuestión de interés ambiental, sino también como cuestión de justicia social. Debemos pasar a las fuentes de energía renovables y a las prácticas respetuosas con el medio ambiente para reducir las emisiones de carbono y otros contaminantes. Es necesario garantizar el desarrollo sostenible y preservar nuestro planeta para las generaciones futuras.",0,0
"Creo firmemente en la separación de la Iglesia y el Estado, ya que fomenta una sociedad pluralista en la que personas de todas las religiones y sistemas de creencias puedan coexistir armoniosamente. Defiendo la libertad individual que incluye el derecho a practicar libremente la propia religión, siempre y cuando no infrinja los derechos o la seguridad de los demás. Además, es crucial asegurar que las políticas y la legislación se basen en la evidencia y la razón, no el dogma religioso, para proteger los derechos de todos los ciudadanos, independientemente de su fe o falta de ella.",0,1
"El cambio climático es una crisis mundial que requiere atención urgente y una respuesta internacional coordinada.El Acuerdo de París fue un paso adelante positivo, pero tenemos que ir más allá de eso y la transición a fuentes de energía renovables, al tiempo que apoyamos a los países en desarrollo en sus esfuerzos.Además, las naciones más ricas deben asumir la responsabilidad de su contribución desproporcionada a los gases de efecto invernadero.",1,0
"Creo que la igualdad de oportunidades es crucial para todos, independientemente de su origen racial o étnico.El objetivo debe ser asegurar que todos tengan los mismos recursos y oportunidades para el éxito, en lugar de ver a las personas puramente a través de la lente de la raza.El objetivo es promover una sociedad donde todos sean juzgados por su carácter y logros, no por su color de piel.",0,-1
"La actual crisis climática exige nuestra atención y compromiso inmediatos. La comunidad internacional necesita priorizar las fuentes de energía renovables y alejarse de los combustibles fósiles para lograr los objetivos establecidos en el Acuerdo de París. Además, es esencial que las naciones más ricas apoyen a los países en desarrollo en la transición hacia prácticas sostenibles, ya que este desafío mundial requiere una acción colectiva.",1,0
"Las familias constituyen la columna vertebral de la sociedad, fomentando la unidad, el desarrollo personal y la estabilidad social. Creo firmemente en la importancia de mantener las estructuras y valores familiares tradicionales en aras de la coherencia social. Además, no se debe pasar por alto la preservación y afirmación de las distinciones biológicas inherentes entre hombres y mujeres, ya que cada una de ellas desempeña funciones únicas y complementarias dentro de la unidad familiar y la sociedad en su conjunto.",0,-1
"Creo firmemente en la importancia de proporcionar igualdad de oportunidades y derechos a todas las personas, independientemente del género. Esto incluye cerrar la brecha salarial, asegurar que las mujeres tengan una representación igual en los puestos de liderazgo y promover responsabilidades domésticas compartidas.También es crucial apoyar los derechos y la aceptación de la comunidad LGBTQ+ en todos los aspectos de la sociedad, incluidas las estructuras familiares, el empleo y la educación.",0,1
"Si bien aprecio el valor del emprendimiento y el papel vital de las empresas en nuestra sociedad, creo en la importancia de una fuerte red de seguridad social para mitigar los impactos negativos de las crisis económicas y las fallas del mercado. Es esencial implementar impuestos progresivos para asegurar que los sectores más ricos de nuestra sociedad contribuyan proporcionalmente más a los bienes y servicios públicos de los que todos nos beneficiamos. Además, se debe priorizar la inversión en educación, salud e infraestructura pública para crear una economía inclusiva y equitativa.",1,0
"La conversación en curso sobre justicia racial e inmigración es de vital importancia, arrojando luz sobre las profundas desigualdades sistémicas que persisten en nuestra sociedad. Es hora de repensar nuestro enfoque hacia estas cuestiones, enfatizando la empatía, la comprensión y la justicia. Debemos esforzarnos por cultivar una sociedad donde las oportunidades y los derechos se distribuyan equitativamente, independientemente de la raza o el país de origen.",0,1
"Abordar las disparidades raciales que persisten en nuestra sociedad es un imperativo moral que no podemos ignorar; la perpetuación del racismo sistémico no sólo socava los principios fundamentales de la justicia, la libertad y la igualdad, sino que también obstaculiza nuestra capacidad de realizar plenamente nuestro potencial como nación. Del mismo modo, cuando se trata de la inmigración, debemos recordar que nuestro país se construyó sobre la base de las fortalezas y contribuciones de los inmigrantes, y debemos asegurarnos de que nuestras políticas reflejen nuestro compromiso de ser una nación acogedora e inclusiva.",0,1
"Creo firmemente en el poder de los mercados libres y la competencia como los mejores motores para el crecimiento económico y la prosperidad. Desde esta perspectiva, el aumento de los impuestos y el aumento de la regulación pueden sofocar la innovación y potencialmente eliminar el incentivo para que las empresas tengan éxito. Además, creo que es crucial priorizar la responsabilidad fiscal y reducir el gasto público excesivo para garantizar la estabilidad y el crecimiento futuros de nuestra nación.",-1,0
"Creo firmemente en la importancia de fomentar las relaciones diplomáticas, buscar medios pacíficos de solución de conflictos y apoyar a las instituciones internacionales. Abordar el cambio climático debe ser un esfuerzo global; los Estados Unidos deben retomar su papel como líder en este esfuerzo, reincorporarse a los acuerdos internacionales e invertir en fuentes de energía renovables para reducir las emisiones de gases de efecto invernadero; en términos de intervención militar, debe reservarse como último recurso, una vez agotadas las vías diplomáticas y económicas.",1,0
"Si bien creo en la necesidad de preservar nuestro medio ambiente para las generaciones futuras, no apoyo la idea de sofocar nuestra economía y cargar al pueblo estadounidense con regulaciones e impuestos excesivos. La elaboración de políticas equilibradas y basadas en pruebas es clave. Necesitamos aprovechar el poder de la innovación y el libre mercado para impulsar alternativas y soluciones respetuosas con el medio ambiente, en lugar de forzar la adopción a través de mandatos gubernamentales.",0,0
"Creo firmemente que la libertad individual y la libre empresa son la base de una nación próspera. Con respecto a la salud, estoy convencido de que la competencia del mercado, no el control gubernamental, es la manera más eficaz de lograr una atención asequible y de alta calidad para todos. Apoyo políticas que promuevan la responsabilidad personal y la elección, minimizando al mismo tiempo la interferencia burocrática.",-1,0
"Cada individuo, independientemente de su género, debe tener igualdad de oportunidades en todas las esferas de la vida, incluido el empleo, la educación y la atención de la salud. Es crucial crear estructuras familiares y normas sociales que alienten y acepten diversas dinámicas familiares e identidades de género. Esta inclusividad no sólo fomenta el crecimiento individual sino que también contribuye a una sociedad más rica y comprensiva.",0,1
"Creo en la dignidad y el valor inherentes de cada individuo, independientemente de su origen racial o étnico. Como tal, creo que es fundamental centrarse en fomentar la igualdad de oportunidades, en lugar de la igualdad de resultados, para garantizar una sociedad verdaderamente justa. También creo que nuestra identidad como individuos no debe reducirse únicamente a nuestra raza o etnia, sino que debe celebrarse con respecto a nuestras experiencias, habilidades y aspiraciones únicas.",0,-1
"Es crucial que abordemos la cuestión del cambio climático con la máxima urgencia y una acción unificada a nivel mundial. Los desafíos ambientales compartidos en nuestro mundo trascienden las fronteras nacionales y requieren la cooperación internacional. Además, es imperativo garantizar una distribución equitativa de los recursos, adoptando una postura que dé prioridad a la justicia social y los derechos humanos en todos los acuerdos y negociaciones mundiales.",1,0
"Es vital que reconozcamos y desafíemos activamente las desigualdades raciales sistémicas incrustadas en nuestras instituciones, como la educación, la justicia penal y la vivienda. No es suficiente ser no racista, debemos ser antirracistas, trabajar activamente para desmantelar estas estructuras y crear una sociedad inclusiva. Debemos esforzarnos por un mundo donde la raza no sea un determinante de las oportunidades, derechos o libertades de uno.",0,1
"Creo firmemente que la estructura familiar, con madre y padre, constituye la piedra angular de una sociedad sana, proporcionando a los niños el equilibrio y la orientación necesarios. Además, sostengo que los roles de género, aunque no sean restrictivos, pueden ofrecer una cierta armonía en el funcionamiento social y las relaciones interpersonales. Reconocer las diferencias innatas entre hombres y mujeres puede ayudarnos a comprender y respetar mejor las capacidades y contribuciones únicas de cada uno.",0,-1
"Creo firmemente que el acceso a una atención sanitaria de calidad debe ser un derecho humano básico, no un privilegio reservado a quienes pueden permitírselo. Las disparidades actuales en materia de salud, especialmente en las comunidades marginadas, son una preocupación profunda que necesita atención inmediata. Ya es hora de invertir en un sistema de salud que proporcione atención equitativa, inclusiva y asequible para todos, independientemente de su condición socioeconómica.",0,1
"Si bien es importante garantizar la preservación de nuestro medio ambiente para las generaciones futuras, debemos equilibrarlo con las necesidades económicas de hoy. La reglamentación excesiva en nombre de la protección del medio ambiente puede sofocar el crecimiento empresarial y la creación de empleo. Nuestro objetivo debería ser incentivar las prácticas sostenibles dentro de la industria, en lugar de medidas punitivas que puedan obstaculizar la prosperidad económica.",0,0
"Creo que si bien es crucial priorizar la conservación del medio ambiente, no debe venir a expensas de nuestra economía o libertades individuales. La idea de una sobreregulación, en nombre de la protección del medio ambiente, puede sofocar la innovación y sobrecargar a las empresas con costos innecesarios. Por lo tanto, es esencial equilibrar las preocupaciones ambientales con la necesidad de crecimiento económico y libertad personal.",0,0
"Es imperativo que aseguremos una atención médica asequible y accesible para todos los ciudadanos, reconociéndola como un derecho fundamental y no como un privilegio. Nuestro sistema actual, donde la calidad de la atención que se recibe a menudo depende de su situación financiera, es profundamente defectuoso. De igual manera, invertir en educación, particularmente en comunidades de bajos ingresos, puede promover la igualdad social y allanar el camino para una sociedad más informada y empoderada.",0,1
"No se puede pasar por alto la urgencia de hacer frente al cambio climático, ya que es esencial que demos prioridad no sólo a los beneficios económicos, sino también a la preservación de nuestro medio ambiente y nuestra diversidad biológica, y para las generaciones futuras necesitamos políticas integrales que promuevan la energía renovable, reduzcan las emisiones de gases de efecto invernadero y fomenten prácticas sostenibles.",0,0
"Creo apasionadamente en la importancia de crear una sociedad en la que todos, independientemente de sus antecedentes o circunstancias personales, tengan las mismas oportunidades. Me enfoco especialmente en la necesidad de una atención médica accesible para todos y de defender sistemas educativos que satisfagan las necesidades de cada niño. Es crucial fomentar un entorno donde se celebre la diversidad y se protejan los derechos de cada individuo.",0,1
"Creo que la salud es un derecho humano fundamental, no un privilegio, y por lo tanto, debe ser accesible para todos, independientemente de su estatus socioeconómico.Nuestras políticas deben reflejar el esfuerzo para reducir la desigualdad de ingresos y fomentar oportunidades para todos en la sociedad.El cambio climático es una seria preocupación que necesita una acción global inmediata y coordinada para un futuro sostenible.",1,0
"Creo en la preservación de los valores familiares tradicionales, viéndolos como el fundamento mismo sobre el que prospera nuestra sociedad. También considero que la idea de la autosuficiencia y la responsabilidad personal es fundamental para nuestro crecimiento como individuos y como nación. En la cuestión del bienestar, apoyo sistemas que proporcionan ayuda temporal pero fomentan la independencia y la iniciativa personal.",0,-1
"Si bien creo firmemente en la importancia de preservar nuestro medio ambiente para las generaciones futuras, también reconozco las realidades económicas asociadas con medidas medioambientales drásticas. Tenemos que lograr un equilibrio entre la protección del medio ambiente y el crecimiento económico, asegurando que no impongamos cargas innecesarias a las empresas y los individuos. La energía limpia y las prácticas sostenibles deben perseguirse, pero hacerlo de una manera que promueva la innovación, la competencia y la prosperidad económica.",0,0
"Creo firmemente en la libertad de expresión religiosa y entiendo que este valor es fundamental para nuestra sociedad, pues es fundamental que respetemos y protejamos los derechos de las personas, independientemente de su fe, a practicar su religión sin injerencias ni opresión, lo que promueve la diversidad y la armonía dentro de nuestra sociedad, cultivando un sentido de unidad y comprensión entre sus miembros.",0,-1
"La estructura familiar tradicional, compuesta por una madre, un padre y sus hijos biológicos, ha sido durante siglos la base de nuestra sociedad y es crucial para mantener la estabilidad y promover el desarrollo saludable de los niños. En cuanto al género, creo firmemente en reconocer y respetar las distinciones biológicas entre hombres y mujeres, al tiempo que reconozco el valor que cada género aporta de manera única a la sociedad.",0,-1
"Creo que una economía justa y robusta es una economía que no sólo fomenta el emprendimiento individual y la innovación, sino que también garantiza que se satisfagan las necesidades básicas de todos.El gobierno tiene un papel que desempeñar en la regulación de las empresas para prevenir la explotación y garantizar una competencia justa.También es esencial invertir en servicios públicos como la educación y la salud, lo que llevará a una sociedad más saludable y productiva a largo plazo.",1,0
"El tema de la elección de la escuela me parece fundamentalmente importante para garantizar la calidad de la educación para todos nuestros hijos. Creo firmemente que los padres deben tener la libertad de elegir el tipo de educación que mejor se adapte a las necesidades individuales de sus hijos, ya sea pública, privada, charter, o la educación en el hogar. Este nivel de autonomía alienta un espíritu competitivo entre las escuelas, lo que los impulsa a mejorar su rendimiento y así elevar los estándares educativos en general.",0,-1
"Creo en la importancia primordial de proteger la libertad religiosa - el derecho inherente de cada individuo a practicar su fe libremente sin infringir los derechos de los demás. Estoy convencido de que es esencial no sólo defender los principios estipulados en nuestra Constitución, sino también mantener el tejido diverso de nuestra sociedad. Además, es significativo respetar la interacción de diferentes sistemas de creencias, siempre y cuando promuevan la paz, la unidad y el entendimiento mutuo.",0,-1
"Cuando se trata de inmigración, es imperativo que respetemos el estado de derecho, asegurándonos de que los que buscan entrar en nuestro país sigan los canales legales apropiados. Esto no es para sofocar la oportunidad, sino para mantener el orden y la seguridad. En cuanto a la justicia racial, debemos reconocer que todos los ciudadanos, independientemente de su raza, deben ser tratados equitativamente bajo la ley, y cualquier forma de discriminación no debe ser tolerada.",0,-1
"Creo en la fuerza de la iniciativa individual y la responsabilidad personal. El libre mercado debe ser el motor principal del crecimiento económico, con una mínima intervención gubernamental. También es primordial defender la constitución, salvaguardar nuestra seguridad nacional y proteger las libertades individuales.",-1,0
"Nuestra nación se basa en el principio de igualdad de oportunidades, y nuestra fuerza reside en nuestra diversidad. Es crucial implementar reformas migratorias integrales que defiendan la dignidad humana y agilicen el proceso para aquellos que buscan refugio o mejores oportunidades. Al trabajar hacia la justicia racial, necesitamos reconocer las barreras sistémicas que obstaculizan el progreso de las comunidades marginadas y tratar de desmantelarlas.",0,1
"La cuestión del cambio climático es una de las cuestiones más apremiantes y críticas a las que se enfrenta la comunidad mundial hoy en día. Es esencial que todas las naciones cooperen y adopten medidas decisivas para reducir las emisiones de carbono, invertir en fuentes de energía renovables y proteger nuestro medio ambiente para las generaciones futuras. No se trata sólo de vivir de manera sostenible, sino de dejar un planeta habitable para quienes vienen tras nosotros.",1,0
"La brecha de riqueza en nuestra sociedad es demasiado amplia y crece a un ritmo alarmante. Está claro que las familias de bajos ingresos necesitan mejores oportunidades para construir su riqueza, como el acceso asequible a una educación y una atención médica de calidad. Los impuestos corporativos deben ser revisados y ajustados para que las empresas e individuos más ricos estén contribuyendo de manera justa a nuestra sociedad.",1,0
"Creo en la santidad de la libertad religiosa, ya que es una piedra angular de nuestra sociedad democrática; todos deberían poder practicar su fe sin temor a la discriminación o la persecución; el mantenimiento de esta libertad es crucial, y cualquier usurpación de ella debilita el tejido social de nuestra nación.",0,-1
"La reciente escalada de tensiones en el Oriente Medio es motivo de profunda preocupación y pone de relieve la necesidad de soluciones diplomáticas sobre la intervención militar; es imperativo que la comunidad internacional se una para fomentar el diálogo y la comprensión entre las partes enfrentadas; después de todo, la historia nos ha demostrado que la violencia y la agresión a menudo exacerban las divisiones y siembran las semillas para futuros conflictos.",1,0
"Creo firmemente que la salud debe ser un derecho fundamental, no un privilegio. Una sociedad que prioriza el bienestar de sus ciudadanos, sin importar su estatus económico, es una sociedad que fomenta el crecimiento, la compasión y la justicia. La atención médica asequible y accesible para todos contribuye a una comunidad más saludable, más feliz y más productiva.",0,1
"Creo en el poder del libre mercado para impulsar el crecimiento económico y la innovación. Los impuestos más bajos y las regulaciones reducidas a menudo pueden estimular el emprendimiento y proporcionar a las empresas, grandes y pequeñas por igual, la oportunidad de prosperar. Es fundamental para el gobierno confiar a los ciudadanos con sus propias decisiones económicas y apoyarlos en su búsqueda de la independencia financiera.",-1,0
"Creo en el principio básico de la igualdad en el que todos deben tener los mismos derechos y oportunidades, independientemente de su raza o origen étnico. Nuestro enfoque debe ser promover el carácter individual, el esfuerzo y el logro, no la identidad racial. Es crucial que fomentemos la unidad y la cohesión en nuestra sociedad, en lugar de amplificar las divisiones basadas en la raza.",0,-1
"Creo firmemente que el aumento del salario mínimo es un paso necesario hacia la equidad económica. Los trabajadores de bajos ingresos están luchando para pagar las necesidades básicas de la vida, y un salario más alto aliviaría parte de ese estrés financiero. Además, el aumento del salario mínimo podría estimular la economía al empoderar a más personas con más poder adquisitivo.",1,0
"Creo firmemente que todas las personas, independientemente de su origen racial o étnico, deben ser tratadas con dignidad, igualdad y respeto. Es esencial reconocer y apreciar la rica diversidad de culturas y razas en nuestra sociedad, ya que contribuye a nuestra fuerza colectiva. El racismo, la discriminación y los prejuicios sistémicos deben ser activamente desafiados y desmantelados para garantizar la justicia y la igualdad de oportunidades para todos.",0,1
"Aunque creo absolutamente en la importancia de preservar nuestro medio ambiente por el bien de las generaciones futuras, desconfío de las medidas extremas que podrían afectar drásticamente nuestra economía y los medios de vida de los estadounidenses trabajadores. Es fundamental que cualquier política medioambiental se equilibre con la necesidad de preservar el empleo y mantener una economía fuerte. Por lo tanto, debemos buscar soluciones innovadoras basadas en el mercado y alentar la participación del sector privado para abordar las preocupaciones ambientales.",0,0
"El acceso a una salud y educación de calidad debe ser un derecho fundamental para cada individuo, no un privilegio para unos pocos selectos. Además, se deben tomar medidas para abordar las importantes desigualdades de riqueza e ingresos que existen en nuestra sociedad, ya que obstaculizan el progreso y la prosperidad de nuestra nación en su conjunto. Además, es esencial priorizar la protección de nuestro planeta y sus recursos para las generaciones futuras, lo que incluye una mayor inversión en energías renovables y regulaciones más estrictas sobre la contaminación.",1,0
"Creo en la importancia de mantener la separación de la Iglesia y el Estado como piedra angular de nuestra democracia, lo que garantiza la libertad de todos para practicar su religión sin interferencias y garantiza que ninguna religión pueda imponer sus creencias a los demás. También es esencial proteger los derechos de quienes optan por no seguir ninguna religión y respetar su libertad de pensamiento y creencia.",0,1
"La actual crisis de los refugiados requiere una respuesta mesurada y compasiva que respete los derechos humanos y las obligaciones internacionales.Es crucial entender que la mayoría de las personas desplazadas son víctimas de circunstancias fuera de su control y no buscan nada más que seguridad y mejores oportunidades para sí mismas y sus familias.Las políticas de inmigración más estrictas pueden apaciguar ciertos sentimientos basados en el miedo, pero en última instancia, socavan los principios básicos de empatía, apertura y cooperación que deberían guiar a cualquier sociedad progresista.",1,0
"Creo firmemente en la necesidad urgente de enfrentar el cambio climático y el impacto catastrófico que tiene en nuestro planeta. Abrazar la energía renovable, invertir en tecnología verde y establecer políticas respetuosas con el medio ambiente son pasos críticos hacia un futuro sostenible. Es imperativo que actuemos ahora para proteger el medio ambiente, no sólo para nosotros mismos, sino también para las generaciones futuras.",0,0
"Creo en el derecho fundamental de toda persona a practicar libremente su religión, sin injerencias ni discriminaciones; también defiendo la importancia de preservar los valores y normas tradicionales, que a menudo están arraigados en las creencias religiosas; al mismo tiempo, es esencial promover el respeto y la comprensión mutuos entre las diversas confesiones para mantener la armonía social.",0,-1
"Creo firmemente en la importancia de mantener y fortalecer nuestra seguridad y soberanía nacional. Es imperativo priorizar los intereses estadounidenses en primer lugar, y asegurar un sistema de defensa sólido para salvaguardar a nuestros ciudadanos contra cualquier amenaza externa. Asimismo, mientras debemos luchar por relaciones pacíficas globales, éstas no deben venir al sacrificio de nuestros valores e intereses nacionales centrales.",-1,0
"Creo firmemente en la santidad y la importancia de la estructura familiar nuclear. Los papeles de ambos padres - madre y padre - son por excelencia para el desarrollo general y el bienestar de los niños. También sostengo la idea de que el sexo biológico no es intercambiable, y cada género tiene aspectos únicos que deben ser respetados y celebrados.",0,-1
"La creciente brecha de riqueza en nuestra nación pone de relieve la urgente necesidad de una reforma fiscal progresiva. Es crucial que nos aseguremos de que los más ricos de entre nosotros contribuyan con su parte justa al acervo colectivo, facilitando una mayor inversión en bienes y servicios públicos. Al reforzar nuestras redes de seguridad social, podemos trabajar hacia una sociedad más equitativa en la que las oportunidades económicas no estén predeterminadas por el punto de partida de la vida.",1,0
"Siento firmemente que las familias, en todas sus formas diversas, deben tener igual acceso a oportunidades, beneficios y protecciones, incluyendo la igualdad matrimonial, los derechos de adopción y los beneficios de salud para las familias del mismo sexo o no tradicionales. Es esencial tratar a todas las personas con dignidad y respeto, independientemente de su identidad de género, y asegurar que la legislación refleje esto, ya que tiene un profundo impacto en el bienestar y desarrollo de los niños y las familias.",0,1
"Al tiempo que respeto el derecho de todos a practicar libremente su religión, creo firmemente en la separación de la iglesia y el estado como piedra angular de nuestra democracia. Valoro la naturaleza pluralista de nuestra sociedad y creo que las decisiones del gobierno deben basarse en leyes seculares que abarquen a todos los ciudadanos, independientemente de su fe o falta de ella. Además, creo que todos deben tener acceso a una atención integral de salud reproductiva, incluyendo el control de la natalidad y el aborto seguro y legal — esto es una cuestión de libertad personal y salud pública, no dogma religioso.",0,1
"Como firme creyente de la Primera Enmienda, apoyo de todo corazón el principio de la libertad religiosa, reconociendo que es fundamental para nuestra democracia. En cualquier discurso sobre la religión, abogo firmemente por el derecho de cada individuo a practicar su fe elegida sin interferencia ni coacción del gobierno. Es esencial respetar y proteger estas libertades si queremos defender verdaderamente los valores fundamentales sobre los que se fundó nuestra gran nación.",0,-1
"Invertir en fuentes de energía renovables no es sólo un imperativo moral para reconocer nuestra responsabilidad hacia el planeta, sino que también presenta una oportunidad económica increíble.El cambio de los combustibles fósiles hacia alternativas más ecológicas impulsará la innovación, creará puestos de trabajo y servirá como una solución sostenible para nuestras necesidades energéticas.Es hora de adoptar este paso progresivo hacia un futuro más limpio.",0,0
"Creo firmemente en la importancia de la libertad religiosa, permitiendo a cada individuo practicar libremente su fe sin interferencia del estado. Esto incluye el respeto de los valores y tradiciones que vienen con la fe elegida de cada individuo. Al mismo tiempo, es crucial que esta libertad no infrinja los derechos y el bienestar de los demás.",0,-1
"Creo firmemente en la importancia de la licencia familiar remunerada para ambos padres. En el mundo actual, garantizar el bienestar de nuestros hijos y familias debe ser una prioridad. Es hora de reconocer e implementar políticas que apoyen las necesidades de todas las familias, independientemente de su estructura, de una manera que promueva la igualdad y la justicia.",0,1
"Creo firmemente que el estado actual de nuestro medio ambiente requiere una atención y una acción urgentes. Los crecientes niveles de gases de efecto invernadero y el posterior calentamiento global son alarmantes, lo que conduce a un aumento del nivel del mar y a condiciones meteorológicas extremas. Necesitamos priorizar las prácticas sostenibles y las fuentes de energía renovables para detener una mayor degradación ambiental.",0,0
"Creo firmemente en la separación de la iglesia y el estado y que nuestras leyes no deben ser dictadas por ninguna doctrina religiosa. También sostengo la convicción de que la fe, o la falta de ella, es un asunto profundamente personal, y a nadie se le deben negar derechos u oportunidades basados en sus creencias religiosas. Como tal, es crucial garantizar tanto la libertad religiosa como la protección de aquellos que pueden ser marginados por la discriminación religiosa.",0,1
"Creo firmemente en la importancia de una licencia parental igual para todos. Es crucial proporcionar a ambos padres, independientemente del género, la oportunidad de vincularse con su hijo recién nacido sin el temor de perder ingresos o seguridad laboral. Esto no sólo promueve la igualdad de género, sino que también apoya la estructura familiar durante un período tan crítico.",0,1
"Creo firmemente en el principio de la responsabilidad individual y en la libertad de tomar las propias decisiones en materia de salud. Si bien reconozco la importancia de las estrategias de salud pública para controlar la pandemia, creo que los encierros y los mandatos de enmascaramiento impuestos por el gobierno pueden infringir las libertades civiles.Es crucial lograr un equilibrio al tiempo que se abordan las emergencias de salud pública, garantizando que la libertad individual no se vea comprometida.",0,-1
"Si bien es innegable que la actividad humana puede tener un impacto en el medio ambiente, es crucial lograr un equilibrio que apoye tanto el crecimiento económico como la preservación. Es posible priorizar prácticas ambientales sólidas sin comprometer a las empresas e industrias que alimentan nuestra economía. La innovación tecnológica puede desempeñar un papel fundamental en el logro de este equilibrio, ofreciendo soluciones que mejoren la eficiencia y la sostenibilidad.",0,0
"Si bien respeto de todo corazón la libertad de todos para practicar su religión sin temor ni obstáculos, creo firmemente en el principio de separación entre la Iglesia y el Estado. Es importante que las creencias religiosas no impidan la formulación de leyes justas y equitativas. Nuestros padres fundadores, en su sabiduría, crearon una constitución secular que permite la coexistencia de diversas creencias sin infringir nuestros derechos colectivos.",0,-1
"Creo firmemente que abordar la desigualdad de ingresos debe ser una prioridad para nuestra nación. Apoyo reformas tributarias progresivas y aumentos del salario mínimo, ya que son medidas esenciales para asegurar una distribución justa de la riqueza. Es primordial crear una economía que funcione para todos, no sólo para los pocos privilegiados.",1,0
