Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Por otro lado, los combustibles sólidos perderán participación.",410,0,1,lado combustibles sólido perder participación
c)  Repercusiones medioambientales,,0,0,c repercusión medioambiental
"La multiplicidad de procesos presentes en las actividades de captación, transformación y uso de la energía tienen incidencia sobre el medio ambiente, tanto cualitativa como cuantitativamente.",416,0,0,multiplicidad proceso presente actividad captación transformación uso energío incidencia medio ambiente cualitativo cuantitativamente
"Limitándonos a los procesos de producción energética, la generación de energía eléctrica a partir de fuentes fósiles emite a la atmósfera diversos compuestos contaminantes, con repercusiones en la salud, las infraestructuras y los ecosistemas.",416,0,0,limitándono proceso producción energético generación energía eléctrico partir fuente fósil emitir atmósfero diverso compuesto contaminante repercusión salud infraestructura ecosistema
"Paralelamente, los procesos de consumo final de la industria y de los sectores doméstico y terciario y la utilización de carburantes para el transporte, contribuyen también a la emisión de compuestos nocivos a la atmósfera, con una incidencia cuyo orden de magnitud, dependiendo del país, sector y del tipo de contaminante, puede incluso sobrepasar en importancia al anterior.",416,0,0,paralelamente proceso consumo final industrio sector doméstico terciario utilización carburante transporte contribuir emisión compuesto nocivo atmósfero incidencia cuyo orden magnitud depender país sector tipo contaminante poder incluso sobrepasar importancia anterior
"Por otra parte la mejora de la calidad de vida, el incremento de la actividad económica y el aumento del empleo implican el crecimiento del consumo de energía.",416,0,0,parte mejora calidad vido incremento actividad económico aumento empleo implicar crecimiento consumo energía
"Surge así la necesidad de buscar el equilibrio entre energía, medio ambiente y economía entendida ésta en su más amplio sentido.",416,0,0,surgir así necesidad buscar equilibrio energía medio ambiente economía entendido este amplio
Este necesario equilibrio conlleva la búsqueda de un desarrollo sostenible que garantice para el presente y el futuro las mayores cuotas de bienestar tanto económico como medio ambiental.,416,0,0,necesario equilibrio conllevar búsqueda desarrollo sostenible garantice presente futuro mayor cuota bienestar económico medio ambiental
En el Plan 3E-2005 se plantea como objetivo medioambiental el reducir el impacto de la energía en un 50% con respecto a los niveles de 1995.,416,0,0,plan plantear objetivo medioambiental reducir impacto energía respecto nivel
"Tanto las emisiones globales de SO2 como de NOx se reducirán notablemente, mientras que el resto de las emisiones se mantendrán en niveles similares a los de 1995.",416,0,0,emisión global so nox reducir notablemente mientras resto emisión mantener nivel similar
En concreto las reducciones más significativas son:,,0,0,concreto reducción significativo
"Un 27% en los niveles de Nox, como consecuencia de la aplicación de la normativa sobre tráfico rodado y la utilización de sistemas de generación eléctrica tecnológicamente más avanzados y respetuoso con el medio ambiente.",416,0,0,nivel nox consecuencio aplicación normativo tráfico rodado utilización sistema generación eléctrico tecnológicamente avanzado respetuoso medio ambiente
"Un 72% en las emisiones de SO2, derivadas de las actuaciones en materia de ahorro, la implantación de tecnologías de generación eléctrica más eficientes y la utilización de energías más limpias.",416,0,0,emisión so derivado actuación materio ahorro implantación tecnología generación eléctrico eficiente utilización energía limpio
d)  Propuestas de Actuación,,0,0,d propuesto actuación
"El Plan 3E-2005 ha supuesto una profunda reflexión sobre el futuro energético de la Comunidad Autónoma Vasca, teniendo en cuenta las políticas generales de la Unión Europea y del Estado, considerando los profundos cambios que en el entorno energético se están produciendo y aplicando criterios de racionalidad económica, eficiencia tecnológica y enfoque medioambiental.",416,0,0,plan supuesto profundo reflexión futuro energético comunidad autónomo vasco contar política general unión europeo considerar profundo cambio entorno energético producir aplicar criterio racionalidad económico eficiencia tecnológico enfoque medioambiental
"El impacto de su aplicación será importante, tanto por sus repercusiones energéticas y medioambientales, como por el gran volumen de inversiones a él asociadas que, sin duda, producirán un efecto multiplicador en la economía y el empleo de Euzkadi.",416,0,0,impacto aplicación importante repercusión energético medioambiental gran volumen inversión asociado duda producir efecto multiplicador economía empleo euzkadi
EAJ-PNV preconiza como bases irrenunciables:,,0,0,eajpnv preconizo base irrenunciable
Una actuación decidida y continua del uso racional de la energía: la energía no consumida es la más “limpia” y la más barata.,416,0,0,actuación decidido continuo uso racional energía energío no consumido limpio barato
La apuesta por el aprovechamiento de las energías renovables por su escasa o nula afección al medio ambiente.,416,0,0,apostar aprovechamiento energía renovable escaso nulo afección medio ambiente
La utilización preferente de las energías fósiles más limpias y en procesos de mayor eficiencia.,416,0,0,utilización preferente energía fósil limpio proceso mayor eficiencia
"La concienciación y participación del conjunto de la sociedad para el logro de mejoras medioambientales, ligadas al uso de la energía.",416,0,0,concienciación participación conjunto sociedad lograr mejora medioambiental ligado uso energío
Por todo ello EAJ-PNV promoverá y apoyará iniciativas tendentes a:,,0,0,él eajpnv promover apoyar iniciativa tendente
"La reducción de los consumos específicos en los procesos productivos industriales, mediante medidas de ahorro energético y cambios a procesos más eficientes.",416,0,0,reducción consumos específico proceso productivo industrial mediante medida ahorro energético cambio proceso eficiente
Mejorar la calidad energética de las nuevas construcciones residenciales y de servicios mediante la progresiva implantación de sistemas de certificación que garanticen desde el diseño un uso racional de la energía sin renunciar al confort.,416,0,0,mejorar calidad energético nuevo construcción residencial servicio mediante progresivo implantación sistema certificación garantizar diseño uso racional energía renunciar confort
"El logro, al menos, del objetivo de participación de las energías renovables en un 12% en el consumo de energía primaria al año 2010 conforme a los objetivos energéticos y ambientales de la UE, asumidos para el Estado en la Ley 54/1997.",416,0,0,lograr menos objetivo participación energía renovable consumo energía primario año conforme objetivo energético ambiental ue asumido ley
"En este sentido, el marco regulatorio del fomento de las energías renovables y su utilización preferente deberá mejorarse.",416,0,0,marco regulatorio fomento energía renovable utilización preferente deber mejorar él
"Además del apoyo a las energías renovables como la hidráulica, eólica o solar, el aprovechamiento de la biomasa, incluida la producción de biocarburantes para sustituir a derivados del petróleo para el transporte, exige una atención especial:",416,0,0,además apoyar energía renovable hidráulico eólico solar aprovechamiento biomasa incluido producción biocarburant sustituir derivado petróleo transporte exigir atención especial
"La mejora de la calidad de los productos petrolíferos para usos industriales residenciales y en automoción, en cumplimiento de las directivas de la Unión Europea ya aprobadas.",416,0,0,mejora calidad producto petrolífero uso industrial residencial automoción cumplimiento directivo unión europea aprobada
"A la mayor eficiencia energética y reducción del impacto ambiental de la generación de energía eléctrica con energías fósiles, su transporte y distribución mediante el apoyo a: la implantación de tecnologías de generación más eficientes y más limpias, utilización de energías más limpias como el gas natural y ubicación de la nueva capacidad de generación distribuida y próxima al consumo con la consiguiente reducción de pérdidas en transporte y en definitiva la mejora de la eficiencia energética y ambiental.",416,0,0,mayor eficiencia energético reducción impacto ambiental generación energía eléctrico energía fósil transporte distribución mediante apoyo implantación tecnología generación eficient limpio utilización energía limpio gas natural ubicación nuevo capacidad generación distribuido próximo consumo consiguiente reducción pérdida transporte definitivo mejor eficiencia energético ambiental
La disponibilidad de unidades de generación más eficientes energética y medioambientalmente deberá ser acompañada del cierre de unidades de menor eficiencia y alta incidencia medioambiental.,416,0,0,disponibilidad unidad generación eficient energético medioambientalmente deber ser acompañar cierre unidad menor eficiencia alto incidencia medioambiental
Incrementar la sensibilidad y formación del conjunto de la sociedad sobre la incidencia medioambiental del consumo energético fomentando la inclusión de contenidos en este sentido en la enseñanza desde sus primeros niveles como mejor apuesta para el futuro.,416,0,0,incrementar sensibilidad formación conjunto sociedad incidencia medioambiental consumo energético fomentar inclusión contenido enseñanzar primero nivel mejor apostar futuro
La innovación y el desarrollo tecnológico energéticos que constituyen parte de las herramientas imprescindibles para alcanzar los objetivos anteriores.,416,0,0,innovación desarrollo tecnológico energético constituir parte herramienta imprescindible alcanzar objetivo anterior
2.3.5.-Política de Comercio,,0,0,político comercio
"La globalización de la economía, la concentración de grandes operadores comerciales, la aparición de nuevas tipologías y el cambio en los hábitos de los consumidores, entre otros factores, están produciendo un rápido proceso de transformación de la estructura distributiva y obligando al sector a encarar situaciones complicadas que requieren de un decidido impulso de transformación cuantitativa y cualitativa del sector comercial.",410,0,1,globalización economío concentración grande operador comercial aparición nuevo tipología cambio hábito consumidor factor producir rápido proceso transformación estructura distributivo obligar sector encarar situación complicado requerir decidido impulso transformación cuantitativo cualitativo sector comercial
"Del mismo modo, los efectos de desertización comercial, provocados en determinadas áreas urbanas, como consecuencia, fundamentalmente de la evolución urbanística y la aparición de los grandes formatos comerciales en la periferia de las ciudades, hacen necesario el desarrollar esfuerzos que contribuyan a potenciar la capacidad de atracción de la demanda comercial urbana, sin olvidar a la hora de planificar los futuros entornos, la sinergia que producen en el comercio otros sectores de actividad económica complementaria como son el turismo y el ocio.",410,0,1,mismo modo efecto desertización comercial provocado determinado área urbano consecuencia fundamentalmente evolución urbanístico aparición grande formato comercial periferio ciudad hacer necesario desarrollar esfuerzo contribuir potenciar capacidad atracción demanda comercial urbano olvidar hora planificar futuro entorno sinergia producir comercio sector actividad económico complementario turismo ocio
"El papel de la política pública en comercio debe orientarse a través de tres políticas estratégicas de actuación, basadas en factores determinantes e intangibles.",410,0,1,papel político público comercio deber orientar él través tres política estratégico actuación basado factor determinant intangibl
"Para EAJ-PNV, las tres estrategias son las siguientes:",,0,0,eajpnv tres estrategia siguiente
"Estrategia del Conocimiento:  Basada en la utilización de la información y su tratamiento, con objeto de responder a los retos y necesidades a los que se enfrenta el comercio.",410,0,1,estrategia conocimiento basado utilización información tratamiento objeto responder reto necesidad enfrento comercio
"Su objetivo es incrementar la creación de valor e innovación comercial, favoreciendo el mejor conocimiento de las estructuras y procesos de comercialización y la mejora de la aptitud profesional del comerciante, de manera que le posibilite gestionar la empresa en un contexto de innovación tecnológica, alta tecnificación y fuerte concurrencia.",410,0,1,objetivo incrementar creación valor innovación comercial favorecer mejor conocimiento estructura proceso comercialización mejora aptitud profesional comerciante manero posibilite gestionar empresa contexto innovación tecnológico alto tecnificación fuerte concurrencia
"Estrategia de Calidad:  Como método y filosofía de trabajo orientado hacia la satisfacción de los clientes, empleados y proveedores que requiere de una superación constante para adaptarse a la evolución y expectativas de los mismos, estableciendo un enfoque estratégico que permita mejorar la posición competitiva y la eficiencia de la empresa comercial.",410,0,1,estrategia calidad método filosofía trabajo orientado hacia satisfacción cliente empleado proveedor requerir superación constante adaptar él evolución expectativa mismo establecer enfoque estratégico permitir mejorar posición competitivo eficiencia empresa comercial
Estrategia de Cooperación empresarial: Como fórmula para conseguir un mejor posicionamiento empresarial y una mejor utilización y valorización de los recursos de la empresa.,410,0,1,estrategia cooperación empresarial fórmula conseguir mejor posicionamiento empresarial mejor utilización valorización recurso emprés
"La conjunción de intereses, la cooperación, el asociacionismo y la integración comercial, se perfilan como las estrategias más eficientes del pequeño comercio frente a los procesos de concentración  y globalización por los que atraviesa el sector.",410,0,1,conjunción interés cooperación asociacionismo integración comercial perfilar estrategia eficiente pequeño comercio frente proceso concentración globalización atravesar sector
"Estas estrategias de actuación que EAJ-PNV considera importantes para el desarrollo del comercio deben conllevar una colaboración por parte de la Administración del Estado, en la puesta a disposición de la Administración Autónoma de los Fondos que provenientes de la Unión Europea se destinan a la modernización del Comercio Minorista.",410,0,1,estrategia actuación eajpnv considerar importante desarrollo comercio deber conllevar colaboración parte administración puesto disposición administración autónomo fondo proveniente unión europea destinar modernización comercio minorista
"Además, y puesto que el Congreso de los Diputados conceptúa como básicos la mayoría de los preceptos de la legislación por la que se establece la denominación del Comercio Minorista, debería acometer cambios normativos en temas de especial importancia y trascendencia para el sector como el comercio electrónico y las nuevas tipologías comerciales.",410,0,1,además poner congreso diputado conceptuar básico mayoría precepto legislación establecer denominación comercio minorista deber acometer cambio normativo tema especial importancia trascendencia sector comercio electrónico nuevo tipología comercial
2.3.6.-Política de Consumo,,0,0,político consumo
Los principales retos de futuro a los que los consumidores y usuarios deben hacer frente en el umbral de este nuevo milenio son:,403,0,1,principal reto futuro consumidor usuario deber hacer frente umbral nuevo milenio
La globalización de la economía.,403,0,1,globalización economío
"Estamos asistiendo a un proceso acelerado de liberalizaciones, caen las fronteras económicas y los mercados se expanden.",403,0,1,asistir proceso acelerado liberalización caer frontera económico mercado expandir
"El desarrollo de la sociedad de la información, que permite un rápido acceso en intercambio de la misma, y que unido al desarrollo de la logística facilita la libre circulación de bienes.",403,0,1,desarrollo sociedad información permitir rápido acceso intercambio mismo unido desarrollo logístico facilitar libre circulación bién
"La integración europea, a través de la unión normativa como elemento de consolidación de un mercado único.",108,0,0,integración europeo través unión normativo elemento consolidación mercado único
La clara tendencia a la terciarización de la economía y un rápido avance hacia la sociedad del ocio.,410,0,1,claro tendencia terciarización economía rápido avance hacia sociedad ocio
"La mayor concienciación de la escasez de recursos, así como un mayor compromiso con el medio ambiente.",410,0,1,mayor concienciación escasez recurso así mayor compromiso medio ambiente
"Así, el nuevo Tratado de Amsterdam, en su artículo 153, incide en los cambios sociales y económicos que se están dando, además de reafirmarse en la naturaleza inamovible de los derechos de los consumidores, destacando los siguientes objetivos:",403,0,1,así nuevo tratado amsterdam artículo incidir cambio social económico dar además reafirmar él naturaleza inamovible derechos consumidor destacar siguiente objetivo
Intensificación de la presencia de los consumidores a través de la Unión.,403,0,1,intensificación presenciar consumidor través unión
Mayor nivel de seguridad y salud para los consumidores.,403,0,1,mayor nivel seguridad salud consumidor
Respeto integro de los intereses económicos de los consumidores de la Unión.,403,0,1,respeto integro interés económico consumidor unión
"Para hacer frente a estos objetivos EAJ-PNV apuesta por el desarrollo de un proyecto compartido basado en tres estrategias de demostrada efectividad: la cooperación, el conocimiento y la calidad.",403,0,1,hacer frente objetivo eajpnv apostar desarrollo proyecto compartido basado tres estrategia demostrado efectividad cooperación conocimiento calidad
La cooperación entre los diversos agentes de consumo permite la mejor utilización de sus recursos respectivos.,403,0,1,cooperación diverso agente consumo permitir mejor utilización recurso respectivo
"Por ello, se plantea la creación de una Red de Oficinas de Información y Atención a los Consumidores y Usuarios, así como la colaboración entre las diferentes Administraciones de Consumo en el marco de la Unión Europea.",403,0,1,él plantear creación red oficina información atención consumidor usuario así colaboración diferente administración consumo marco unión europea
"El conocimiento supone la utilización inteligente y aplicada de la información disponible, gestionándola y tratándola para defender y proteger mejor a los consumidores y usuarios.",403,0,1,conocimiento suponer utilización inteligente aplicado información disponible gestionándolo tratándola defender proteger mejor consumidor usuario
Está apoyado en un uso intensivo  de las tecnologías de la información y de las telecomunicaciones que hoy en día permiten esta transferencia de ideas y conocimientos de forma asequible.,403,0,1,apoyar uso intensivo tecnología información telecomunicación hoy día permitir transferencia idea conocimiento formar asequible
"Viene en alguna medida a completar el concepto de la llamada Sociedad de la Información, porque incide en aspectos que se constituyen en idea de fuerza para el futuro de las organizaciones.",403,0,1,venir alguno medida completar concepto llamado sociedad información incidir aspecto constituir idea fuerzo futuro organización
"La primera es la posibilidad de acceder, transmitir, intercambiar y gestionar información.",403,0,1,primero posibilidad acceder transmitir intercambiar gestionar información
La segunda aboga por la instauración de una espiral de creación y difusión de conocimientos que promueva la mejora continua de los servicios que prestan los distintos agentes de consumo.,403,0,1,segundo abogar instauración espiral creación difusión conocimiento promueva mejora continuo servicio prestar distinto agente consumo
"Íntimamente ligada al conocimiento, la calidad supone un compromiso permanente de mejora de los procesos.",410,0,1,íntimamente ligado conocimiento calidad suponer compromiso permanente mejora proceso
"Es un método que incorpora la voluntad al conocimiento, persiguiendo la integración de voluntades en una misma dirección, y la orientación hacia la satisfacción de los consumidores y usuarios, así como de los propios agentes de consumo.",403,0,1,método incorporo voluntad conocimiento perseguir integración voluntad mismo dirección orientación hacia satisfacción consumidor usuario así propio agente consumo
"Los ámbitos de intervención que EAJ-PNV plantea, con el fin de cumplir los objetivos antes fijados a través de las estrategias citadas, son:",403,0,1,ámbito intervención eajpnv plantear fin cumplir objetivo fijado través estrategia citado
"1.Incrementar el nivel de autoprotección de los consumidores a través de la difusión de información, realizando campañas de sensibilización a los consumidores, y potenciando el Centro Europeo del Consumidor, de cara a fomentar las relaciones transfronterizas, así como la resolución de los litigios derivados de las mismas.",403,0,1,incrementar nivel autoprotección consumidor través difusión información realizar campaña sensibilización consumidor potenciar centro europeo consumidor cara fomentar relación transfronterizas así resolución litigio derivado mismo
"2.Impulsar programas de formación en materia de consumo, y elaborar publicaciones y materiales didácticos y divulgativos, con objeto de avanzar en la labor de prevención de los problemas de consumo.",403,0,1,impulsar programa formación materio consumo elaborar publicación material didáctico divulgativo objeto avanzar labor prevención problema consumo
"3.Mejorar y ampliar la protección de la salud, la seguridad y los intereses económicos de los consumidores a través del desarrollo normativo y el control del mercado, incidiendo especialmente en:",403,0,1,mejorar ampliar protección salud seguridad interés económico consumidor través desarrollo normativo control mercado incidir especialmente
"la innovación en los servicios ofertados, permitiendo la diversificación, la especialización y la adaptación a la problemática presentada;",403,0,1,innovación servicio ofertado permitir diversificación especialización adaptación problemático presentado
"la innovación en los procesos, de cara a buscar su eficiencia;",403,0,1,innovación proceso cara buscar eficiencia
la innovación en la gestión de las propias organizaciones de consumidores y las administraciones implicadas..,403,0,1,innovación gestión propio organización consumidor administración implicado
"4.La potenciación del Arbitraje de Consumo como la forma más ágil, eficaz, voluntaria y gratuita de resolver los problemas de consumo, sin necesidad de recurrir a la vía judicial.",403,0,1,potenciación arbitraje consumo formar ágil eficaz voluntario gratuito resolver problema consumo necesidad recurrir vía judicial
También se potenciará la adhesión al arbitraje de consumo como señal de confianza para el consumidor y usuario.,403,0,1,potenciar adhesión arbitraje consumo señal confianza consumidor usuario
"5.Sensibilizar a las empresas en relación a que la exigencia de calidad y seguridad así como el cumplimiento de la normativa de consumo favorecen la competitividad y nos excluyen como destinatarios de mercados basura, además de contribuir a evitar la competencia desleal, que supone producir por debajo del nivel de exigencia de la norma.",403,0,1,sensibilizar empresa relación exigencia calidad seguridad así cumplimiento normativo consumo favorecer competitividad excluir destinatario mercado basura además contribuir evitar competencia desleal suponer producir debajo nivel exigencia norma
"6.La dotación de recursos suficientes para el fomento del asociacionismo de consumo y una mayor implicación  de las corporaciones locales en la protección y defensa de los consumidores y usuarios, con objeto de garantizar una voz más poderosa de los mismos en el marco de la Unión Europea.",403,0,1,dotación recurso suficiente fomento asociacionismo consumo mayor implicación corporación local protección defensa consumidor usuario objeto garantizar voz poderoso mismo marco unión europea
"7.Implantar un Sistema de Información Integrado de los distintos agentes de consumo de forma que se pueda disponer de información agregada y se facilite la intercomunicación para mejorar la coordinación y la planificación, así como para mejorar la gestión de los flujos de trabajo, con objeto de potenciar el trabajo colaborativo y tender a la mayor autonomía de gestión, incentivando así a los agentes de consumo, que son el activo más importante de las organizaciones y en cuya formación se ha de invertir y renovar esfuerzos.",403,0,1,implantar sistema información integrado distinto agente consumo forma poder disponer información agregado facilitar intercomunicación mejorar coordinación planificación así mejorar gestión flujo trabajo objeto potenciar trabajo colaborativo tender mayor autonomía gestión incentivar así agente consumo activo importante organización cuyo formación invertir renovar esfuerzo
"EAJ-PNV seguirá reclamando la interlocución directa con la Comisión Europea, fundamental sobre todo en temas como:",403,0,1,eajpnv seguir reclamar interlocución directo comisión europeo fundamental tema
Información en el ámbito de la Unión. Contamos con el Centro Europeo del Consumidor que esta cofinanciado por la Comisión Europea.,403,0,1,información ámbito unión contar centro europeo consumidor cofinanciado comisión europea
Resolución de litigios transfronterizos.,403,0,1,resolución litigio transfronterizo
Normativa: Participación en la elaboración de Directivas.,403,0,1,normativo participación elaboración directivo
Control de Mercado: Alertas de productos a nivel europeo.,403,0,1,control mercado alerta producto nivel europeo
2.3.7.-Política de Turismo,,0,0,político turismo
Hasta fechas recientes Euzkadi ha sido un destino turístico fundamentalmente de negocios.,410,0,1,fecha reciente euzkadi ser destino turístico fundamentalmente negocio
"La estructura empresarial altamente fragmentada y atomizada, sin identidad sectorial, así como el entorno económico y político de años anteriores no han facilitado ni el desarrollo de una oferta atractiva de cara al turista, ni la concienciación de la propia sociedad vasca, de que Euzkadi llegara a ser una alternativa de destino.",410,0,1,estructura empresarial altamente fragmentado atomizado identidad sectorial así entorno económico político año anterior no facilitado ni desarrollo oferta atractivo cara turista ni concienciación propio sociedad vasco euzkadi llegar ser alternativo destino
"Sin embargo, los buenos resultados obtenidos a lo largo de estos últimos años, sitúan al sector turístico del País Vasco en una posición emergente demostrando de esta forma su alto potencial de crecimiento.",410,0,1,embargo buen resultado obtenido largo último año situar sector turístico país vasco posición emergente demostrar forma alto potencial crecimiento
"No podemos olvidar que el sector turístico supone el 3,5% de la  producción total interior de nuestro  país, generando el 3,3% del empleo de la comunidad autónoma.",410,0,1,no poder olvidar sector turístico suponer producción total interior país generar empleo comunidad autónomo
"A la hora de analizar este fuerte aumento de los movimientos turísticos debemos destacar los siguientes factores: un ciclo económico en expansión, el clima de pacificación social y política y el esfuerzo inversor en diferentes tipos de infraestructuras realizados por las Administraciones vascas.",410,0,1,hora analizar fuerte aumento movimiento turístico deber destacar siguiente factor ciclo económico expansión clima pacificación social político esfuerzo inversor diferente tipo infraestructura realizado administración vasco
"Todo esto en un contexto de liberalización y globalización y de desarrollo de redes de transportes y de nuevas tecnologías provocará, sin duda, una mayor internacionalización de los flujos turísticos.",410,0,1,contexto liberalización globalización desarrollo redser transport nuevo tecnología provocar duda mayor internacionalización flujo turístico
La demanda turística del País Vasco ha crecido de forma importante en los dos últimos años.,410,0,1,demanda turístico país vasco crecido forma importante dos último año
"Además de crecer, presenta cambios esenciales en su composición: frente a la práctica concentración de un turismo tradicionalmente de negocio en Bizkaia y vacacional estival en Gipuzkoa, surgen nuevos segmentos de demanda: el segmento congresual y de incentivos, con una estrecha relación a nivel industrial y empresarial en Bilbao/Vitoria-Gasteiz y a nivel profesional y técnico en Donostia-San Sebastián; el segmento cultural y de ocio, concentrado sobre todo en las grandes ciudades, Bilbao, Donostia-San Sebastián y Vitoria-Gasteiz; y el turismo rural y de naturaleza, incipiente pero con gran potencial de crecimiento y revitalización de las comarcas del interior.",410,0,1,además crecer presentar cambio esencial composición frente práctico concentración turismo tradicionalmente negocio bizkaia vacacional estival gipuzkoa surgen nuevo segmento demanda segmento congresual incentivo estrecho relación nivel industrial empresarial bilbaovitoriagasteiz nivel profesional técnico donostiasar sebastián segmento cultural ocio concentrado grande ciudad bilbao donostiasar sebastián vitoriagasteiz turismo rural naturaleza incipiente gran potencial crecimiento revitalización comarca interior
"Sin embargo debemos destacar que la estancia es cada vez mas corta, con permanencias medias bajas, provocadas tanto por el nuevo perfil desestacionalizador y fragmentador del consumo turístico, como por los propios condicionantes de la oferta.",410,0,1,embargo deber destacar estancia cada vez mas cortar permanencia medio bajo provocado nuevo perfil desestacionalizador fragmentador consumo turístico propio condicionante oferto
"El turismo en Navarra está, asimismo, en un proceso ascendente en los últimos diez años.",410,0,1,turismo navarra asimismo proceso ascendente último diez año
La fuerte apuesta por el desarrollo del turismo rural tuvo su inicio con el Programa de Casas Rurales y la vertebración turística territorial con al creación de diferentes Consorcios turísticos.,410,0,1,fuerte apuesta desarrollo turismo rural inicio programa casa rural vertebración turístico territorial creación diferente consorcio turístico
"Iruña-Pamplona ha impulsado su turismo de negocios y congresos, con las nuevas expectativas que abre la construcción del Palacio de Congresos.",410,0,1,iruñapamplona impulsado turismo negocio congreso nuevo expectativa abrir construcción palacio congreso
"A partir del turismo de ciudad, con el complemento del turismo rural, van emergiendo en Navarra nuevos productos y segmentos turísticos: turismo cultural (Camino de Santiago), de naturaleza (Irati, Bárdenas, Bertiz, Urbasa-Andia), de aventura (Montaña de Navarra) y de salud (Red de Balnearios).",410,0,1,partir turismo ciudad complemento turismo rural ir emerger navarra nuevo producto segmento turístico turismo cultural camino santiago naturaleza irati bárdenas bertiz urbasaandia aventura montaña navarra salud red balneario
"Navarra, como destino turístico, ofrece unas grandes posibilidades que deberán ir materializándose en el futuro.",410,0,1,navarra destino turístico ofrecer uno grande posibilidad deber ir materializar él futuro
"La oferta turística vasca se caracteriza por una disponibilidad muy alta de recursos de atractivo en un espacio territorialmente pequeño, y por su buena localización y comunicación.",410,0,1,oferta turístico vasco caracterizar disponibilidad alto recurso atractivo espacio territorialmente pequeño buen localización comunicación
"Esta oferta turística vasca presenta, sin embargo, problemas de estructura que dificultan un desarrollo sostenible para los próximos años, así mismo debemos subrayar la necesidad de que el desarrollo turístico fortalezca una adecuada articulación territorial, integrando tanto las diferentes comarcas como los recursos culturales y  naturales de las mismas.",410,0,1,oferta turístico vasco presentar embargo problema estructuro dificultar desarrollo sostenible próximo año así mismo deber subrayar necesidad desarrollo turístico fortalezca adecuado articulación territorial integrar diferente comarca recurso cultural natural mismo
"Por todo esto y con el objetivo de que el turismo adquiera la  dimensión  empresarial y económica necesaria para  jugar el papel que le corresponde en nuestro desarrollo económico como actividad generadora de riqueza y empleo sostenible, EAJ-PNV plantea las siguientes líneas de actuación:",410,0,1,objetivo turismo adquirir dimensión empresarial económico necesario jugar papel corresponder desarrollo económico actividad generador riquezar empleo sostenible eajpnv plantear siguiente línea actuación
"1.Estructurar sistemas de comunicación e interlocución entre los agentes públicos y privados que operan en el sector para impulsar acciones de cooperación, intercambio de información, difusión de las buenas formas profesionales, etc. que permitan paliar dos de los grandes déficits señalados en el diagnóstico turístico: la falta de integración horizontal y vertical en el sector turístico vasco.",410,0,1,estructurar sistema comunicación interlocución agente público privado operar sector impulsar acción cooperación intercambio información difusión buena forma profesional etc permitir paliar dos grande déficit señalado diagnóstico turístico faltar integración horizontal vertical sector turístico vasco
"2.Apoyar el desarrollo del tejido empresarial, apoyando, así mismo, la creación y comercialización del producto turístico.",410,0,1,apoyar desarrollo tejido empresarial apoyar así mismo creación comercialización producto turístico
"Esto supone, facilitar las condiciones socioeconómicas necesarias para promover las inversiones, con la finalidad de crear empleo y riqueza sostenidos en los diferentes ámbitos sectoriales del turismo.",402,0,1,suponer facilitar condición socioeconómico necesario promover inversión finalidad crear empleo riqueza sostenido diferente ámbito sectorial turismo
"Así mismo, deberemos poner en valor turístico la gran variedad  y el enorme potencial de recursos naturales, culturales y económicos con los que cuenta Euzkadi.",410,0,1,así mismo deberemos poner valor turístico gran variedad enorme potencial recurso natural cultural económico contar euzkadi
"3.Mejorar la calidad y competitividad de la oferta turística vasca, dedicando una atención especial al desarrollo de la formación y capacitación profesional del sector.",403,0,1,mejorar calidad competitividad oferta turístico vasco dedicar atención especial desarrollo formación capacitación profesional sector
Los cambios constantes de la demanda turística exigen una importante capacidad de adaptación de las empresas.,410,0,1,cambio constante demanda turístico exigir importante capacidad adaptación empresa
"Por otro lado, la calidad debe convertirse en el elemento diferenciador de los diferentes recursos y productos que componen la oferta vasca.",410,0,1,lado calidad deber convertir él elemento diferenciador diferente recurso producto componer oferta vasco
En este terreno la formación de profesionales cobra especial importancia por la directa incidencia sobre el nivel de calidad del servicio.,411,0,1,terreno formación profesional cobrar especial importancia directo incidencia nivel calidad servicio
"4. Mejorar la promoción e información turística, con el objetivo de consolidar la imagen de Euzkadi como destino turístico, incrementando y consolidando el flujo de  visitantes.",410,0,1,mejorar promoción información turístico objetivo consolidar imagen euzkadi destino turístico incrementar consolidar flujo visitante
"En el trabajo de promoción será objetivo de primer orden potenciar especialmente aquellos segmentos mas adecuados para la desestacionalizaicón y el mayor impacto económico: congresos, ferias, incentivos, turismo de naturaleza y cultural, etc.",410,0,1,trabajo promoción objetivo primero orden potenciar especialmente aquel segmento mas adecuado desestacionalizaicón mayor impacto económico congreso feria incentivo turismo naturaleza cultural etc
2.4.-Agricultura  y  Pesca,,0,0,agricultura pesco
"Los sectores agroalimentarios y pesqueros, independientemente de la coyuntura que atraviesan en cada momento, se caracterizan por su alta vulnerabilidad, tanto desde la perspectiva social como económica.",703,0,0,sector agroalimentario pesquero independientemente coyuntura atravesar cada momento caracterizar alto vulnerabilidad perspectiva social económico
"En lo social debido principalmente a dos problemas ligados entre sí, el despoblamiento rural y la corta incorporación de jóvenes al sector.",703,0,0,social deber principalmente dos problema ligado despoblamiento rural corto incorporación joven sector
